property_id,check_in_date,room_category,successful_bookings,capacity
18558,17-05-2022,RT3,10,26
18560,17-05-2022,RT3,12,24
16561,17-05-2022,RT3,11,21
16563,17-05-2022,RT3,11,20
17561,17-05-2022,RT3,11,19
19560,17-05-2022,RT3,11,19
17558,17-05-2022,RT4,2,6
17561,17-05-2022,RT4,2,4
19563,17-05-2022,RT4,2,6
16558,17-05-2022,RT4,2,3
19561,17-05-2022,RT4,4,7
18561,17-05-2022,RT4,4,9
16561,17-05-2022,RT4,5,10
17560,17-05-2022,RT4,5,13
17564,17-05-2022,RT4,5,17
19559,17-05-2022,RT4,1,3
18560,17-05-2022,RT4,8,15
19560,17-05-2022,RT4,8,16
18559,17-05-2022,RT4,8,19
17563,17-05-2022,RT4,11,19
19562,17-05-2022,RT4,8,14
17559,17-05-2022,RT4,7,14
18558,17-05-2022,RT4,8,20
18562,17-05-2022,RT4,10,20
18563,17-05-2022,RT4,7,18
16563,17-05-2022,RT4,8,18
16559,17-05-2022,RT4,8,18
16562,17-05-2022,RT4,3,6
17562,17-05-2022,RT4,3,6
16560,17-05-2022,RT4,3,7
19558,17-05-2022,RT4,3,7
16559,18-05-2022,RT1,15,30
18560,18-05-2022,RT1,16,30
19562,18-05-2022,RT1,12,30
19563,18-05-2022,RT1,14,30
17558,18-05-2022,RT1,9,19
16558,18-05-2022,RT1,8,19
17560,18-05-2022,RT1,16,40
19558,18-05-2022,RT1,13,40
19560,18-05-2022,RT1,16,26
17561,18-05-2022,RT1,12,26
16560,18-05-2022,RT1,13,34
16561,18-05-2022,RT1,10,18
16562,18-05-2022,RT1,12,31
16563,18-05-2022,RT1,25,41
17559,18-05-2022,RT1,18,32
17562,18-05-2022,RT1,8,20
17563,18-05-2022,RT1,14,25
18558,18-05-2022,RT1,6,15
18559,18-05-2022,RT1,14,42
18561,18-05-2022,RT1,14,33
18562,18-05-2022,RT1,21,38
18563,18-05-2022,RT1,11,27
19559,18-05-2022,RT1,11,24
19561,18-05-2022,RT1,15,36
17564,18-05-2022,RT1,6,16
19562,18-05-2022,RT2,13,23
18563,18-05-2022,RT2,12,29
17561,18-05-2022,RT2,19,36
17558,18-05-2022,RT2,21,50
16562,18-05-2022,RT2,16,43
16561,18-05-2022,RT2,11,24
16558,18-05-2022,RT2,10,22
19560,18-05-2022,RT2,18,38
16563,18-05-2022,RT2,19,38
16559,18-05-2022,RT2,18,41
19559,18-05-2022,RT2,17,41
19558,18-05-2022,RT2,12,39
17559,18-05-2022,RT2,21,39
16560,18-05-2022,RT2,13,34
18562,18-05-2022,RT2,19,34
18559,18-05-2022,RT2,16,44
17563,18-05-2022,RT2,26,44
17562,18-05-2022,RT2,9,30
18558,18-05-2022,RT2,14,30
17564,18-05-2022,RT2,14,40
18561,18-05-2022,RT2,20,40
18560,18-05-2022,RT2,19,40
17560,18-05-2022,RT2,20,45
19561,18-05-2022,RT2,19,45
19563,18-05-2022,RT2,19,45
19563,18-05-2022,RT3,11,29
19562,18-05-2022,RT3,17,29
19561,18-05-2022,RT3,13,29
18562,18-05-2022,RT3,18,29
17558,18-05-2022,RT3,9,27
17562,18-05-2022,RT3,10,27
19559,18-05-2022,RT3,12,27
16558,18-05-2022,RT3,3,8
16562,18-05-2022,RT3,8,18
17559,18-05-2022,RT3,8,16
17561,18-05-2022,RT3,8,19
17563,18-05-2022,RT3,8,16
19558,18-05-2022,RT3,8,21
18560,18-05-2022,RT3,13,24
18561,18-05-2022,RT3,13,25
16559,18-05-2022,RT3,14,32
16560,18-05-2022,RT3,9,20
17560,18-05-2022,RT3,9,25
18559,18-05-2022,RT3,9,23
18563,18-05-2022,RT3,9,23
19560,18-05-2022,RT3,9,19
18558,18-05-2022,RT3,10,26
17564,18-05-2022,RT3,10,24
16561,18-05-2022,RT3,12,21
16563,18-05-2022,RT3,11,20
16562,18-05-2022,RT4,2,6
17561,18-05-2022,RT4,2,4
17562,18-05-2022,RT4,2,6
19561,18-05-2022,RT4,2,7
19563,18-05-2022,RT4,2,6
16558,18-05-2022,RT4,2,3
18559,18-05-2022,RT4,4,19
16561,18-05-2022,RT4,5,10
18561,18-05-2022,RT4,5,9
17560,18-05-2022,RT4,6,13
17564,18-05-2022,RT4,6,17
19559,18-05-2022,RT4,1,3
18560,18-05-2022,RT4,7,15
19560,18-05-2022,RT4,9,16
17563,18-05-2022,RT4,11,19
19562,18-05-2022,RT4,7,14
17559,18-05-2022,RT4,7,14
18558,18-05-2022,RT4,8,20
18562,18-05-2022,RT4,10,20
18563,18-05-2022,RT4,7,18
16563,18-05-2022,RT4,10,18
16559,18-05-2022,RT4,9,18
17558,18-05-2022,RT4,3,6
16560,18-05-2022,RT4,3,7
19558,18-05-2022,RT4,3,7
16559,19-05-2022,RT1,17,30
18560,19-05-2022,RT1,15,30
19562,19-05-2022,RT1,15,30
19563,19-05-2022,RT1,13,30
17558,19-05-2022,RT1,8,19
16558,19-05-2022,RT1,12,19
17560,19-05-2022,RT1,17,40
19558,19-05-2022,RT1,14,40
19560,19-05-2022,RT1,12,26
17561,19-05-2022,RT1,13,26
16560,19-05-2022,RT1,14,34
16561,19-05-2022,RT1,10,18
16562,19-05-2022,RT1,14,31
16563,19-05-2022,RT1,20,41
17559,19-05-2022,RT1,21,32
17562,19-05-2022,RT1,7,20
17563,19-05-2022,RT1,11,25
18558,19-05-2022,RT1,7,15
18559,19-05-2022,RT1,11,42
18561,19-05-2022,RT1,18,33
18562,19-05-2022,RT1,20,38
18563,19-05-2022,RT1,13,27
19559,19-05-2022,RT1,11,24
19561,19-05-2022,RT1,15,36
17564,19-05-2022,RT1,5,16
19562,19-05-2022,RT2,12,23
18563,19-05-2022,RT2,12,29
17561,19-05-2022,RT2,22,36
17558,19-05-2022,RT2,22,50
16562,19-05-2022,RT2,18,43
16561,19-05-2022,RT2,14,24
16558,19-05-2022,RT2,12,22
19560,19-05-2022,RT2,20,38
16563,19-05-2022,RT2,22,38
16559,19-05-2022,RT2,17,41
19559,19-05-2022,RT2,17,41
19558,19-05-2022,RT2,13,39
17559,19-05-2022,RT2,18,39
16560,19-05-2022,RT2,13,34
18562,19-05-2022,RT2,16,34
18559,19-05-2022,RT2,18,44
17563,19-05-2022,RT2,21,44
17562,19-05-2022,RT2,9,30
18558,19-05-2022,RT2,14,30
17564,19-05-2022,RT2,14,40
18561,19-05-2022,RT2,22,40
18560,19-05-2022,RT2,21,40
17560,19-05-2022,RT2,19,45
19561,19-05-2022,RT2,22,45
19563,19-05-2022,RT2,22,45
19563,19-05-2022,RT3,11,29
19562,19-05-2022,RT3,16,29
19561,19-05-2022,RT3,12,29
18562,19-05-2022,RT3,15,29
17558,19-05-2022,RT3,11,27
17562,19-05-2022,RT3,8,27
19559,19-05-2022,RT3,11,27
16558,19-05-2022,RT3,4,8
16560,19-05-2022,RT3,8,20
17559,19-05-2022,RT3,8,16
17563,19-05-2022,RT3,8,16
18559,19-05-2022,RT3,8,23
19558,19-05-2022,RT3,8,21
16559,19-05-2022,RT3,13,32
16562,19-05-2022,RT3,9,18
17561,19-05-2022,RT3,9,19
18558,19-05-2022,RT3,10,26
18563,19-05-2022,RT3,10,23
19560,19-05-2022,RT3,10,19
17564,19-05-2022,RT3,10,24
16561,19-05-2022,RT3,12,21
16563,19-05-2022,RT3,11,20
17560,19-05-2022,RT3,11,25
18560,19-05-2022,RT3,11,24
18561,19-05-2022,RT3,11,25
16558,19-05-2022,RT4,2,3
18561,19-05-2022,RT4,4,9
16561,19-05-2022,RT4,5,10
17560,19-05-2022,RT4,6,13
17564,19-05-2022,RT4,6,17
19559,19-05-2022,RT4,1,3
18560,19-05-2022,RT4,9,15
19560,19-05-2022,RT4,11,16
18559,19-05-2022,RT4,7,19
17563,19-05-2022,RT4,9,19
19562,19-05-2022,RT4,7,14
17559,19-05-2022,RT4,7,14
18558,19-05-2022,RT4,9,20
18562,19-05-2022,RT4,10,20
18563,19-05-2022,RT4,8,18
16563,19-05-2022,RT4,9,18
16559,19-05-2022,RT4,9,18
16562,19-05-2022,RT4,3,6
17558,19-05-2022,RT4,3,6
17562,19-05-2022,RT4,3,6
19563,19-05-2022,RT4,3,6
16560,19-05-2022,RT4,3,7
19558,19-05-2022,RT4,3,7
19561,19-05-2022,RT4,3,7
17561,19-05-2022,RT4,3,4
19563,20-05-2022,RT3,10,29
18560,20-05-2022,RT1,18,30
19562,20-05-2022,RT1,14,30
19563,20-05-2022,RT1,12,30
17558,20-05-2022,RT1,8,19
16558,20-05-2022,RT1,9,19
17560,20-05-2022,RT1,16,40
19558,20-05-2022,RT1,13,40
19560,20-05-2022,RT1,14,26
17561,20-05-2022,RT1,12,26
16560,20-05-2022,RT1,13,34
16561,20-05-2022,RT1,9,18
16562,20-05-2022,RT1,13,31
16563,20-05-2022,RT1,21,41
17559,20-05-2022,RT1,20,32
17562,20-05-2022,RT1,7,20
17563,20-05-2022,RT1,14,25
18558,20-05-2022,RT1,6,15
18559,20-05-2022,RT1,16,42
18561,20-05-2022,RT1,14,33
18562,20-05-2022,RT1,20,38
18563,20-05-2022,RT1,11,27
19559,20-05-2022,RT1,9,24
19561,20-05-2022,RT1,15,36
17564,20-05-2022,RT1,6,16
19562,20-05-2022,RT2,12,23
18563,20-05-2022,RT2,14,29
17561,20-05-2022,RT2,16,36
17558,20-05-2022,RT2,19,50
16562,20-05-2022,RT2,18,43
16561,20-05-2022,RT2,12,24
16558,20-05-2022,RT2,11,22
19560,20-05-2022,RT2,19,38
16563,20-05-2022,RT2,19,38
16559,20-05-2022,RT2,17,41
19559,20-05-2022,RT2,18,41
19558,20-05-2022,RT2,14,39
17559,20-05-2022,RT2,20,39
16560,20-05-2022,RT2,14,34
18562,20-05-2022,RT2,17,34
18559,20-05-2022,RT2,17,44
17563,20-05-2022,RT2,26,44
17562,20-05-2022,RT2,11,30
18558,20-05-2022,RT2,12,30
17564,20-05-2022,RT2,14,40
18561,20-05-2022,RT2,20,40
18560,20-05-2022,RT2,20,40
17560,20-05-2022,RT2,21,45
19561,20-05-2022,RT2,22,45
19563,20-05-2022,RT2,19,45
16559,20-05-2022,RT1,15,30
19562,20-05-2022,RT3,17,29
19561,20-05-2022,RT3,11,29
18562,20-05-2022,RT3,15,29
17558,20-05-2022,RT3,11,27
17562,20-05-2022,RT3,10,27
19559,20-05-2022,RT3,11,27
16559,20-05-2022,RT3,16,32
16558,20-05-2022,RT3,4,8
18561,20-05-2022,RT3,15,25
19558,20-05-2022,RT3,6,21
16562,20-05-2022,RT3,8,18
18563,20-05-2022,RT3,8,23
17564,20-05-2022,RT3,8,24
16560,20-05-2022,RT3,9,20
17559,20-05-2022,RT3,9,16
17561,20-05-2022,RT3,9,19
17563,20-05-2022,RT3,9,16
18559,20-05-2022,RT3,9,23
16561,20-05-2022,RT3,10,21
19560,20-05-2022,RT3,10,19
18558,20-05-2022,RT3,12,26
18560,20-05-2022,RT3,12,24
16563,20-05-2022,RT3,11,20
17560,20-05-2022,RT3,11,25
16562,20-05-2022,RT4,2,6
17558,20-05-2022,RT4,2,6
17562,20-05-2022,RT4,2,6
19558,20-05-2022,RT4,2,7
19559,20-05-2022,RT4,2,3
16558,20-05-2022,RT4,2,3
17560,20-05-2022,RT4,5,13
18561,20-05-2022,RT4,5,9
16561,20-05-2022,RT4,6,10
17564,20-05-2022,RT4,7,17
18560,20-05-2022,RT4,7,15
19560,20-05-2022,RT4,8,16
18559,20-05-2022,RT4,7,19
17563,20-05-2022,RT4,10,19
19562,20-05-2022,RT4,8,14
17559,20-05-2022,RT4,8,14
18558,20-05-2022,RT4,8,20
18562,20-05-2022,RT4,11,20
18563,20-05-2022,RT4,8,18
16563,20-05-2022,RT4,9,18
16559,20-05-2022,RT4,9,18
19563,20-05-2022,RT4,3,6
16560,20-05-2022,RT4,3,7
19561,20-05-2022,RT4,3,7
17561,20-05-2022,RT4,3,4
16559,21-05-2022,RT1,19,30
19562,21-05-2022,RT1,25,30
19563,21-05-2022,RT1,16,30
17558,21-05-2022,RT1,12,19
16558,21-05-2022,RT1,13,19
17560,21-05-2022,RT1,26,40
19558,21-05-2022,RT1,23,40
19560,21-05-2022,RT1,20,26
17561,21-05-2022,RT1,21,26
16560,21-05-2022,RT1,19,34
16561,21-05-2022,RT1,13,18
16562,21-05-2022,RT1,21,31
16563,21-05-2022,RT1,33,41
17559,21-05-2022,RT1,23,32
17562,21-05-2022,RT1,10,20
17563,21-05-2022,RT1,17,25
18558,21-05-2022,RT1,8,15
18559,21-05-2022,RT1,18,42
18561,21-05-2022,RT1,23,33
18562,21-05-2022,RT1,25,38
18563,21-05-2022,RT1,16,27
19559,21-05-2022,RT1,13,24
19561,21-05-2022,RT1,25,36
17564,21-05-2022,RT1,9,16
19562,21-05-2022,RT2,17,23
18563,21-05-2022,RT2,18,29
17561,21-05-2022,RT2,28,36
17558,21-05-2022,RT2,31,50
16562,21-05-2022,RT2,29,43
16561,21-05-2022,RT2,16,24
16558,21-05-2022,RT2,16,22
19560,21-05-2022,RT2,29,38
16563,21-05-2022,RT2,28,38
16559,21-05-2022,RT2,28,41
19559,21-05-2022,RT2,23,41
19558,21-05-2022,RT2,18,39
17559,21-05-2022,RT2,28,39
16560,21-05-2022,RT2,23,34
18562,21-05-2022,RT2,25,34
18559,21-05-2022,RT2,18,44
17563,21-05-2022,RT2,30,44
17562,21-05-2022,RT2,14,30
18558,21-05-2022,RT2,18,30
17564,21-05-2022,RT2,20,40
18561,21-05-2022,RT2,30,40
18560,21-05-2022,RT2,32,40
17560,21-05-2022,RT2,31,45
19561,21-05-2022,RT2,28,45
19563,21-05-2022,RT2,25,45
19563,21-05-2022,RT3,19,29
18560,21-05-2022,RT1,25,30
19562,21-05-2022,RT3,23,29
19561,21-05-2022,RT3,17,29
18562,21-05-2022,RT3,23,29
17558,21-05-2022,RT3,17,27
17562,21-05-2022,RT3,14,27
19559,21-05-2022,RT3,17,27
16559,21-05-2022,RT3,23,32
16558,21-05-2022,RT3,5,8
17560,21-05-2022,RT3,16,25
18561,21-05-2022,RT3,19,25
16561,21-05-2022,RT3,16,21
18560,21-05-2022,RT3,18,24
19560,21-05-2022,RT3,16,19
18558,21-05-2022,RT3,15,26
18563,21-05-2022,RT3,15,23
16563,21-05-2022,RT3,13,20
17561,21-05-2022,RT3,13,19
17563,21-05-2022,RT3,13,16
16562,21-05-2022,RT3,10,18
16560,21-05-2022,RT3,12,20
18559,21-05-2022,RT3,12,23
17564,21-05-2022,RT3,12,24
17559,21-05-2022,RT3,11,16
19558,21-05-2022,RT3,11,21
19559,21-05-2022,RT4,2,3
16558,21-05-2022,RT4,2,3
17558,21-05-2022,RT4,4,6
19563,21-05-2022,RT4,4,6
16560,21-05-2022,RT4,4,7
19561,21-05-2022,RT4,4,7
16561,21-05-2022,RT4,9,10
17560,21-05-2022,RT4,8,13
18561,21-05-2022,RT4,7,9
17564,21-05-2022,RT4,7,17
18560,21-05-2022,RT4,12,15
19560,21-05-2022,RT4,12,16
18559,21-05-2022,RT4,9,19
17563,21-05-2022,RT4,16,19
19562,21-05-2022,RT4,10,14
17559,21-05-2022,RT4,10,14
18558,21-05-2022,RT4,12,20
18562,21-05-2022,RT4,14,20
18563,21-05-2022,RT4,10,18
16563,21-05-2022,RT4,14,18
16559,21-05-2022,RT4,13,18
16562,21-05-2022,RT4,3,6
17562,21-05-2022,RT4,3,6
19558,21-05-2022,RT4,3,7
17561,21-05-2022,RT4,3,4
16559,22-05-2022,RT1,28,30
18560,22-05-2022,RT1,28,30
19562,22-05-2022,RT1,25,30
19563,22-05-2022,RT1,24,30
17558,22-05-2022,RT1,14,19
16558,22-05-2022,RT1,17,19
17560,22-05-2022,RT1,30,40
19558,22-05-2022,RT1,22,40
19560,22-05-2022,RT1,23,26
17561,22-05-2022,RT1,24,26
16560,22-05-2022,RT1,24,34
16561,22-05-2022,RT1,16,18
16562,22-05-2022,RT1,22,31
16563,22-05-2022,RT1,35,41
17559,22-05-2022,RT1,31,32
17562,22-05-2022,RT1,12,20
17563,22-05-2022,RT1,23,25
18558,22-05-2022,RT1,11,15
18559,22-05-2022,RT1,26,42
18561,22-05-2022,RT1,28,33
18562,22-05-2022,RT1,33,38
18563,22-05-2022,RT1,19,27
19559,22-05-2022,RT1,18,24
19561,22-05-2022,RT1,27,36
17564,22-05-2022,RT1,10,16
19562,22-05-2022,RT2,23,23
18563,22-05-2022,RT2,21,29
17561,22-05-2022,RT2,29,36
17558,22-05-2022,RT2,38,50
16562,22-05-2022,RT2,30,43
16561,22-05-2022,RT2,24,24
16558,22-05-2022,RT2,20,22
19560,22-05-2022,RT2,34,38
16563,22-05-2022,RT2,35,38
16559,22-05-2022,RT2,38,41
19559,22-05-2022,RT2,30,41
19558,22-05-2022,RT2,24,39
17559,22-05-2022,RT2,33,39
16560,22-05-2022,RT2,24,34
18562,22-05-2022,RT2,30,34
18559,22-05-2022,RT2,28,44
17563,22-05-2022,RT2,38,44
17562,22-05-2022,RT2,20,30
18558,22-05-2022,RT2,24,30
17564,22-05-2022,RT2,22,40
18561,22-05-2022,RT2,34,40
18560,22-05-2022,RT2,36,40
17560,22-05-2022,RT2,33,45
19561,22-05-2022,RT2,32,45
19563,22-05-2022,RT2,31,45
19563,22-05-2022,RT3,21,29
19562,22-05-2022,RT3,24,29
19561,22-05-2022,RT3,22,29
18562,22-05-2022,RT3,27,29
17558,22-05-2022,RT3,20,27
17562,22-05-2022,RT3,17,27
19559,22-05-2022,RT3,18,27
16559,22-05-2022,RT3,28,32
16558,22-05-2022,RT3,7,8
17560,22-05-2022,RT3,18,25
18561,22-05-2022,RT3,21,25
16561,22-05-2022,RT3,19,21
16563,22-05-2022,RT3,19,20
17559,22-05-2022,RT3,16,16
17561,22-05-2022,RT3,17,19
17563,22-05-2022,RT3,16,16
18558,22-05-2022,RT3,19,26
18560,22-05-2022,RT3,22,24
18563,22-05-2022,RT3,18,23
19560,22-05-2022,RT3,17,19
18559,22-05-2022,RT3,15,23
16562,22-05-2022,RT3,13,18
16560,22-05-2022,RT3,14,20
17564,22-05-2022,RT3,14,24
19558,22-05-2022,RT3,11,21
19559,22-05-2022,RT4,2,3
16562,22-05-2022,RT4,4,6
17562,22-05-2022,RT4,4,6
19563,22-05-2022,RT4,4,6
17561,22-05-2022,RT4,4,4
17558,22-05-2022,RT4,5,6
19558,22-05-2022,RT4,5,7
19561,22-05-2022,RT4,5,7
16560,22-05-2022,RT4,6,7
16561,22-05-2022,RT4,9,10
17560,22-05-2022,RT4,10,13
18561,22-05-2022,RT4,8,9
17564,22-05-2022,RT4,12,17
18560,22-05-2022,RT4,14,15
19560,22-05-2022,RT4,14,16
18559,22-05-2022,RT4,13,19
17563,22-05-2022,RT4,17,19
19562,22-05-2022,RT4,11,14
17559,22-05-2022,RT4,12,14
18558,22-05-2022,RT4,16,20
18562,22-05-2022,RT4,18,20
18563,22-05-2022,RT4,13,18
16563,22-05-2022,RT4,18,18
16559,22-05-2022,RT4,16,18
16558,22-05-2022,RT4,3,3
19563,23-05-2022,RT3,15,29
16559,23-05-2022,RT1,18,30
18560,23-05-2022,RT1,18,30
19562,23-05-2022,RT1,21,30
19563,23-05-2022,RT1,15,30
17558,23-05-2022,RT1,10,19
16558,23-05-2022,RT1,13,19
17560,23-05-2022,RT1,19,40
19558,23-05-2022,RT1,19,40
19560,23-05-2022,RT1,17,26
17561,23-05-2022,RT1,17,26
16560,23-05-2022,RT1,15,34
16561,23-05-2022,RT1,12,18
16562,23-05-2022,RT1,16,31
16563,23-05-2022,RT1,28,41
17559,23-05-2022,RT1,21,32
17562,23-05-2022,RT1,8,20
17563,23-05-2022,RT1,17,25
18558,23-05-2022,RT1,9,15
18559,23-05-2022,RT1,15,42
18561,23-05-2022,RT1,21,33
18562,23-05-2022,RT1,24,38
18563,23-05-2022,RT1,15,27
19559,23-05-2022,RT1,13,24
19561,23-05-2022,RT1,16,36
17564,23-05-2022,RT1,7,16
19562,23-05-2022,RT2,15,23
18563,23-05-2022,RT2,15,29
17561,23-05-2022,RT2,23,36
17558,23-05-2022,RT2,23,50
16562,23-05-2022,RT2,23,43
16561,23-05-2022,RT2,13,24
16558,23-05-2022,RT2,14,22
19560,23-05-2022,RT2,24,38
16563,23-05-2022,RT2,25,38
16559,23-05-2022,RT2,24,41
19559,23-05-2022,RT2,22,41
19558,23-05-2022,RT2,14,39
17559,23-05-2022,RT2,25,39
16560,23-05-2022,RT2,16,34
18562,23-05-2022,RT2,20,34
18559,23-05-2022,RT2,19,44
17563,23-05-2022,RT2,29,44
17562,23-05-2022,RT2,14,30
18558,23-05-2022,RT2,14,30
17564,23-05-2022,RT2,14,40
18561,23-05-2022,RT2,25,40
18560,23-05-2022,RT2,26,40
17560,23-05-2022,RT2,22,45
19561,23-05-2022,RT2,24,45
19563,23-05-2022,RT2,25,45
19562,23-05-2022,RT3,17,29
19561,23-05-2022,RT3,14,29
18562,23-05-2022,RT3,18,29
17558,23-05-2022,RT3,13,27
17562,23-05-2022,RT3,12,27
19559,23-05-2022,RT3,16,27
16559,23-05-2022,RT3,22,32
16558,23-05-2022,RT3,4,8
18561,23-05-2022,RT3,16,25
16561,23-05-2022,RT3,15,21
19558,23-05-2022,RT3,8,21
16563,23-05-2022,RT3,14,20
17561,23-05-2022,RT3,14,19
18560,23-05-2022,RT3,14,24
16562,23-05-2022,RT3,9,18
17563,23-05-2022,RT3,9,16
16560,23-05-2022,RT3,10,20
17560,23-05-2022,RT3,12,25
18558,23-05-2022,RT3,12,26
19560,23-05-2022,RT3,12,19
17564,23-05-2022,RT3,12,24
17559,23-05-2022,RT3,11,16
18559,23-05-2022,RT3,11,23
18563,23-05-2022,RT3,11,23
16558,23-05-2022,RT4,2,3
16560,23-05-2022,RT4,4,7
19561,23-05-2022,RT4,4,7
18561,23-05-2022,RT4,5,9
16561,23-05-2022,RT4,6,10
17560,23-05-2022,RT4,7,13
19559,23-05-2022,RT4,1,3
17564,23-05-2022,RT4,8,17
18560,23-05-2022,RT4,11,15
19560,23-05-2022,RT4,11,16
18559,23-05-2022,RT4,9,19
17563,23-05-2022,RT4,12,19
19562,23-05-2022,RT4,9,14
17559,23-05-2022,RT4,9,14
18558,23-05-2022,RT4,10,20
18562,23-05-2022,RT4,11,20
18563,23-05-2022,RT4,9,18
16563,23-05-2022,RT4,12,18
16559,23-05-2022,RT4,9,18
16562,23-05-2022,RT4,3,6
17558,23-05-2022,RT4,3,6
17562,23-05-2022,RT4,3,6
19563,23-05-2022,RT4,3,6
19558,23-05-2022,RT4,3,7
17561,23-05-2022,RT4,3,4
19563,24-05-2022,RT3,14,29
18560,24-05-2022,RT1,17,30
19562,24-05-2022,RT1,17,30
19563,24-05-2022,RT1,14,30
17558,24-05-2022,RT1,9,19
16558,24-05-2022,RT1,11,19
17560,24-05-2022,RT1,20,40
19558,24-05-2022,RT1,16,40
19560,24-05-2022,RT1,18,26
17561,24-05-2022,RT1,15,26
16560,24-05-2022,RT1,14,34
16561,24-05-2022,RT1,10,18
16562,24-05-2022,RT1,17,31
16563,24-05-2022,RT1,28,41
17559,24-05-2022,RT1,17,32
17562,24-05-2022,RT1,8,20
17563,24-05-2022,RT1,15,25
18558,24-05-2022,RT1,8,15
18559,24-05-2022,RT1,17,42
18561,24-05-2022,RT1,18,33
18562,24-05-2022,RT1,23,38
18563,24-05-2022,RT1,13,27
19559,24-05-2022,RT1,11,24
19561,24-05-2022,RT1,18,36
17564,24-05-2022,RT1,7,16
19562,24-05-2022,RT2,13,23
18563,24-05-2022,RT2,17,29
17561,24-05-2022,RT2,23,36
17558,24-05-2022,RT2,24,50
16562,24-05-2022,RT2,23,43
16561,24-05-2022,RT2,15,24
16558,24-05-2022,RT2,14,22
19560,24-05-2022,RT2,25,38
16563,24-05-2022,RT2,23,38
16559,24-05-2022,RT2,23,41
19559,24-05-2022,RT2,20,41
19558,24-05-2022,RT2,17,39
17559,24-05-2022,RT2,21,39
16560,24-05-2022,RT2,19,34
18562,24-05-2022,RT2,20,34
18559,24-05-2022,RT2,18,44
17563,24-05-2022,RT2,31,44
17562,24-05-2022,RT2,13,30
18558,24-05-2022,RT2,16,30
17564,24-05-2022,RT2,18,40
18561,24-05-2022,RT2,28,40
18560,24-05-2022,RT2,23,40
17560,24-05-2022,RT2,26,45
19561,24-05-2022,RT2,20,45
19563,24-05-2022,RT2,25,45
16559,24-05-2022,RT1,21,30
19562,24-05-2022,RT3,17,29
19561,24-05-2022,RT3,17,29
18562,24-05-2022,RT3,17,29
17558,24-05-2022,RT3,15,27
17562,24-05-2022,RT3,12,27
19559,24-05-2022,RT3,14,27
16559,24-05-2022,RT3,18,32
16558,24-05-2022,RT3,5,8
18560,24-05-2022,RT3,15,24
19558,24-05-2022,RT3,8,21
16561,24-05-2022,RT3,13,21
19560,24-05-2022,RT3,13,19
17561,24-05-2022,RT3,14,19
18561,24-05-2022,RT3,14,25
16562,24-05-2022,RT3,9,18
17563,24-05-2022,RT3,9,16
17564,24-05-2022,RT3,9,24
17559,24-05-2022,RT3,10,16
18559,24-05-2022,RT3,10,23
16563,24-05-2022,RT3,12,20
17560,24-05-2022,RT3,12,25
18558,24-05-2022,RT3,12,26
16560,24-05-2022,RT3,11,20
18563,24-05-2022,RT3,11,23
16558,24-05-2022,RT4,2,3
16562,24-05-2022,RT4,4,6
17558,24-05-2022,RT4,4,6
16560,24-05-2022,RT4,4,7
18561,24-05-2022,RT4,4,9
17560,24-05-2022,RT4,5,13
16561,24-05-2022,RT4,6,10
19559,24-05-2022,RT4,1,3
17564,24-05-2022,RT4,7,17
18560,24-05-2022,RT4,12,15
19560,24-05-2022,RT4,10,16
18559,24-05-2022,RT4,9,19
17563,24-05-2022,RT4,13,19
19562,24-05-2022,RT4,9,14
17559,24-05-2022,RT4,8,14
18558,24-05-2022,RT4,10,20
18562,24-05-2022,RT4,14,20
18563,24-05-2022,RT4,10,18
16563,24-05-2022,RT4,11,18
16559,24-05-2022,RT4,13,18
17562,24-05-2022,RT4,3,6
19563,24-05-2022,RT4,3,6
19558,24-05-2022,RT4,3,7
19561,24-05-2022,RT4,3,7
17561,24-05-2022,RT4,3,4
16559,25-05-2022,RT1,20,30
18560,25-05-2022,RT1,18,30
19562,25-05-2022,RT1,19,30
19563,25-05-2022,RT1,18,30
17558,25-05-2022,RT1,11,19
16558,25-05-2022,RT1,13,19
17560,25-05-2022,RT1,19,40
19558,25-05-2022,RT1,18,40
19560,25-05-2022,RT1,18,26
17561,25-05-2022,RT1,15,26
16560,25-05-2022,RT1,20,34
16561,25-05-2022,RT1,12,18
16562,25-05-2022,RT1,16,31
16563,25-05-2022,RT1,25,41
17559,25-05-2022,RT1,22,32
17562,25-05-2022,RT1,9,20
17563,25-05-2022,RT1,16,25
18558,25-05-2022,RT1,8,15
18559,25-05-2022,RT1,17,42
18561,25-05-2022,RT1,20,33
18562,25-05-2022,RT1,25,38
18563,25-05-2022,RT1,14,27
19559,25-05-2022,RT1,13,24
19561,25-05-2022,RT1,18,36
17564,25-05-2022,RT1,6,16
19562,25-05-2022,RT2,14,23
18563,25-05-2022,RT2,14,29
17561,25-05-2022,RT2,19,36
17558,25-05-2022,RT2,25,50
16562,25-05-2022,RT2,22,43
16561,25-05-2022,RT2,15,24
16558,25-05-2022,RT2,13,22
19560,25-05-2022,RT2,23,38
16563,25-05-2022,RT2,21,38
16559,25-05-2022,RT2,26,41
19559,25-05-2022,RT2,20,41
19558,25-05-2022,RT2,17,39
17559,25-05-2022,RT2,25,39
16560,25-05-2022,RT2,16,34
18562,25-05-2022,RT2,22,34
18559,25-05-2022,RT2,19,44
17563,25-05-2022,RT2,30,44
17562,25-05-2022,RT2,11,30
18558,25-05-2022,RT2,14,30
17564,25-05-2022,RT2,17,40
